Number_of_Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype,OBJECTID
1,2012,8,FOSTER,TOO OLD,3246
32,2012,8,FOSTER,TOO YOUNG,3247
1,2012,8,MISSING EX,,3248
13,2012,8,RTF,,3249
58,2012,8,RTO,,3250
20,2012,8,RTO,IN FIELD,3251
40,2012,8,TNR,,3252
31,2012,8,TRANSFER,,3253
83,2012,8,TRANSFER,KHS,3254
91,2012,8,TRANSFER,RESCUE GRP,3255
1,2012,8,TRANSFER,WILDLIFE,3256
2,2012,9,ADOPTION,3RD PARTY,3257
2,2012,9,ADOPTION,EVENT,3258
2,2012,9,ADOPTION,EXCHANGE,3259
2,2012,9,ADOPTION,FACEBOOK,3260
2,2012,9,ADOPTION,FOSTER,3261
10,2012,9,ADOPTION,FRIEND,3262
8,2012,9,ADOPTION,INTERNET,3263
1,2012,9,ADOPTION,NEWSLETTER,3264
2,2012,9,ADOPTION,PROMO,3265
7,2012,9,ADOPTION,PRV ADOPT,3266
11,2012,9,ADOPTION,PS HURST,3267
14,2012,9,ADOPTION,PS OUTER,3268
7,2012,9,ADOPTION,REFERRAL,3269
1,2012,9,ADOPTION,TV METRO,3270
1,2012,9,ADOPTION,TV WHAS,3271
79,2012,9,ADOPTION,WALK IN,3272
1,2012,9,ADOPTION,WEB METRO,3273
15,2012,9,ADOPTION,WEB PF,3274
2,2012,9,DIED,ENROUTE,3275
3,2012,9,DIED,IN FOSTER,3276
3,2012,9,DIED,IN KENNEL,3277
7,2012,9,DISPOSAL,,3278
7,2012,9,DISPOSAL,DEAD ARRIV,3279
1,2012,9,EUTH,BEHAV HIST,3280
36,2012,9,EUTH,BEHAV OBSV,3281
110,2012,9,EUTH,CONTAG DIS,3282
68,2012,9,EUTH,MEDICAL,3283
48,2012,9,EUTH,REQUESTED,3284
82,2012,9,EUTH,TIME/SPACE,3285
3,2012,9,EUTH,TOO OLD,3286
5,2012,9,EUTH,TOO YOUNG,3287
43,2012,9,FOSTER,,3288
2,2012,9,FOSTER,BEHAV OBSV,3289
4,2012,9,FOSTER,MEDICAL,3290
1,2012,9,FOSTER,RESCUE GRP,3291
16,2012,9,FOSTER,TIME/SPACE,3292
31,2012,9,FOSTER,TOO YOUNG,3293
17,2012,9,RTF,,3294
57,2012,9,RTO,,3295
22,2012,9,RTO,IN FIELD,3296
42,2012,9,TNR,,3297
5,2012,9,TRANSFER,,3298
96,2012,9,TRANSFER,KHS,3299
50,2012,9,TRANSFER,RESCUE GRP,3300
5,2012,9,TRANSFER,WILDLIFE,3301
6,2012,10,ADOPTION,,3302
2,2012,10,ADOPTION,3RD PARTY,3303
1,2012,10,ADOPTION,EVENT,3304
2,2012,10,ADOPTION,EXCHANGE,3305
15,2012,10,ADOPTION,FOSTER,3306
16,2012,10,ADOPTION,FRIEND,3307
16,2012,10,ADOPTION,INTERNET,3308
13,2012,10,ADOPTION,PROMO,3309
5,2012,10,ADOPTION,PRV ADOPT,3310
2,2012,10,ADOPTION,PS HURST,3311
14,2012,10,ADOPTION,PS OUTER,3312
3,2012,10,ADOPTION,REFERRAL,3313
1,2012,10,ADOPTION,TV OTHER,3314
79,2012,10,ADOPTION,WALK IN,3315
24,2012,10,ADOPTION,WEB PF,3316
1,2012,10,DIED,AT VET,3317
1,2012,10,DIED,ENROUTE,3318
7,2012,10,DIED,IN FOSTER,3319
2,2012,10,DIED,IN KENNEL,3320
5,2012,10,DISPOSAL,,3321
17,2012,10,DISPOSAL,DEAD ARRIV,3322
14,2012,10,EUTH,,3323
23,2012,10,EUTH,BEHAV OBSV,3324
93,2012,10,EUTH,CONTAG DIS,3325
64,2012,10,EUTH,MEDICAL,3326
38,2012,10,EUTH,REQUESTED,3327
53,2012,10,EUTH,TIME/SPACE,3328
2,2012,10,EUTH,TOO OLD,3329
28,2012,10,FOSTER,,3330
3,2012,10,FOSTER,BEHAV OBSV,3331
3,2012,10,FOSTER,BREED,3332
4,2012,10,FOSTER,CONTAG DIS,3333
5,2012,10,FOSTER,MEDICAL,3334
3,2012,10,FOSTER,RESCUE GRP,3335
12,2012,10,FOSTER,TIME/SPACE,3336
28,2012,10,FOSTER,TOO YOUNG,3337
1,2012,10,MISSING EX,,3338
1,2012,10,MISSING EX,ENROUTE,3339
15,2012,10,RTF,,3340
65,2012,10,RTO,,3341
11,2012,10,RTO,IN FIELD,3342
69,2012,10,TNR,,3343
10,2012,10,TRANSFER,,3344
5,2012,10,TRANSFER,AN CONTROL,3345
99,2012,10,TRANSFER,KHS,3346
60,2012,10,TRANSFER,RESCUE GRP,3347
2,2012,11,,,3348
1,2012,11,ADOPTION,,3349
3,2012,11,ADOPTION,3RD PARTY,3350
8,2012,11,ADOPTION,EVENT,3351
1,2012,11,ADOPTION,EXCHANGE,3352
5,2012,11,ADOPTION,FOSTER,3353
18,2012,11,ADOPTION,FRIEND,3354
17,2012,11,ADOPTION,INTERNET,3355
3,2012,11,ADOPTION,PROMO,3356
2,2012,11,ADOPTION,PRV ADOPT,3357
11,2012,11,ADOPTION,PS OUTER,3358
6,2012,11,ADOPTION,REFERRAL,3359
2,2012,11,ADOPTION,TV METRO,3360
1,2012,11,ADOPTION,TV WHAS,3361
64,2012,11,ADOPTION,WALK IN,3362
16,2012,11,ADOPTION,WEB PF,3363
1,2012,11,DIED,AT VET,3364
7,2012,11,DIED,IN FOSTER,3365
1,2012,11,DIED,IN KENNEL,3366
7,2012,11,DISPOSAL,,3367
13,2012,11,DISPOSAL,DEAD ARRIV,3368
1,2012,11,EUTH,,3369
1,2012,11,EUTH,BEHAV HIST,3370
24,2012,11,EUTH,BEHAV OBSV,3371
57,2012,11,EUTH,CONTAG DIS,3372
31,2012,11,EUTH,MEDICAL,3373
46,2012,11,EUTH,REQUESTED,3374
39,2012,11,EUTH,TIME/SPACE,3375
2,2012,11,EUTH,TOO OLD,3376
36,2012,11,FOSTER,,3377
1,2012,11,FOSTER,BEHAV OBSV,3378
8,2012,11,FOSTER,MEDICAL,3379
11,2012,11,FOSTER,TIME/SPACE,3380
16,2012,11,FOSTER,TOO YOUNG,3381
1,2012,11,MISSING EX,,3382
1,2012,11,MISSING EX,ENROUTE,3383
13,2012,11,RTF,,3384
61,2012,11,RTO,,3385
22,2012,11,RTO,IN FIELD,3386
50,2012,11,TNR,,3387
25,2012,11,TRANSFER,,3388
79,2012,11,TRANSFER,KHS,3389
46,2012,11,TRANSFER,RESCUE GRP,3390
5,2012,12,ADOPTION,,3391
4,2012,12,ADOPTION,3RD PARTY,3392
3,2012,12,ADOPTION,EVENT,3393
2,2012,12,ADOPTION,FOSTER,3394
17,2012,12,ADOPTION,FRIEND,3395
22,2012,12,ADOPTION,INTERNET,3396
5,2012,12,ADOPTION,PROMO,3397
3,2012,12,ADOPTION,PRV ADOPT,3398
2,2012,12,ADOPTION,PS HURST,3399
12,2012,12,ADOPTION,PS OUTER,3400
5,2012,12,ADOPTION,REFERRAL,3401
1,2012,12,ADOPTION,TV OTHER,3402
1,2012,12,ADOPTION,TV WLKY,3403
77,2012,12,ADOPTION,WALK IN,3404
7,2012,12,ADOPTION,WEB PF,3405
1,2012,12,DIED,IN FOSTER,3406
13,2012,12,DISPOSAL,,3407
10,2012,12,DISPOSAL,DEAD ARRIV,3408
1,2012,12,EUTH,,3409
32,2012,12,EUTH,BEHAV OBSV,3410
36,2012,12,EUTH,CONTAG DIS,3411
44,2012,12,EUTH,MEDICAL,3412
42,2012,12,EUTH,REQUESTED,3413
43,2012,12,EUTH,TIME/SPACE,3414
2,2012,12,EUTH,TOO OLD,3415
21,2012,12,FOSTER,,3416
3,2012,12,FOSTER,BEHAV OBSV,3417
5,2012,12,FOSTER,CONTAG DIS,3418
20,2012,12,FOSTER,MEDICAL,3419
6,2012,12,FOSTER,TIME/SPACE,3420
3,2012,12,FOSTER,TOO YOUNG,3421
1,2012,12,MISSING EX,IN KENNEL,3422
4,2012,12,RTF,,3423
52,2012,12,RTO,,3424
19,2012,12,RTO,IN FIELD,3425
26,2012,12,TNR,,3426
6,2012,12,TRANSFER,,3427
96,2012,12,TRANSFER,KHS,3428
58,2012,12,TRANSFER,RESCUE GRP,3429
1,2012,12,TRANSFER,WILDLIFE,3430
1,2013,1,ADOPTION,,3431
3,2013,1,ADOPTION,3RD PARTY,3432
2,2013,1,ADOPTION,EVENT,3433
1,2013,1,ADOPTION,EXCHANGE,3434
2,2013,1,ADOPTION,FACEBOOK,3435
1,2013,1,ADOPTION,FOSTER,3436
15,2013,1,ADOPTION,FRIEND,3437
35,2013,1,ADOPTION,INTERNET,3438
1,2013,1,ADOPTION,PROMO,3439
3,2013,1,ADOPTION,PRV ADOPT,3440
3,2013,1,ADOPTION,PS HURST,3441
17,2013,1,ADOPTION,PS OUTER,3442
2,2013,1,ADOPTION,REFERRAL,3443
1,2013,1,ADOPTION,TV METRO,3444
64,2013,1,ADOPTION,WALK IN,3445
1,2013,1,ADOPTION,WEB METRO,3446
7,2013,1,ADOPTION,WEB PF,3447
1,2013,1,ADOPTION,WEB PH,3448
2,2013,1,DIED,IN FOSTER,3449
1,2013,1,DIED,IN KENNEL,3450
3,2013,1,DISPOSAL,,3451
19,2013,1,DISPOSAL,DEAD ARRIV,3452
27,2013,1,EUTH,BEHAV OBSV,3453
32,2013,1,EUTH,CONTAG DIS,3454
42,2013,1,EUTH,MEDICAL,3455
33,2013,1,EUTH,REQUESTED,3456
43,2013,1,EUTH,TIME/SPACE,3457
18,2013,1,FOSTER,,3458
2,2013,1,FOSTER,BEHAV OBSV,3459
3,2013,1,FOSTER,CONTAG DIS,3460
7,2013,1,FOSTER,MEDICAL,3461
1,2013,1,FOSTER,RESCUE GRP,3462
4,2013,1,FOSTER,TIME/SPACE,3463
10,2013,1,FOSTER,TOO YOUNG,3464
1,2013,1,MISSING EX,,3465
5,2013,1,RTF,,3466
64,2013,1,RTO,,3467
11,2013,1,RTO,IN FIELD,3468
33,2013,1,TNR,,3469
1,2013,1,TRANSFER,,3470
132,2013,1,TRANSFER,KHS,3471
80,2013,1,TRANSFER,RESCUE GRP,3472
2,2013,2,ADOPTION,,3473
4,2013,2,ADOPTION,3RD PARTY,3474
2,2013,2,ADOPTION,FACEBOOK,3475
6,2013,2,ADOPTION,FOSTER,3476
10,2013,2,ADOPTION,FRIEND,3477
23,2013,2,ADOPTION,INTERNET,3478
1,2013,2,ADOPTION,NEWSLETTER,3479
3,2013,2,ADOPTION,PRV ADOPT,3480
11,2013,2,ADOPTION,PS HURST,3481
7,2013,2,ADOPTION,PS OUTER,3482
3,2013,2,ADOPTION,REFERRAL,3483
1,2013,2,ADOPTION,TV WLKY,3484
74,2013,2,ADOPTION,WALK IN,3485
14,2013,2,ADOPTION,WEB PF,3486
1,2013,2,DIED,IN FOSTER,3487
2,2013,2,DIED,IN KENNEL,3488
1,2013,2,DISPOSAL,,3489
12,2013,2,DISPOSAL,DEAD ARRIV,3490
15,2013,2,EUTH,BEHAV OBSV,3491
17,2013,2,EUTH,CONTAG DIS,3492
30,2013,2,EUTH,MEDICAL,3493
37,2013,2,EUTH,REQUESTED,3494
37,2013,2,EUTH,TIME/SPACE,3495
4,2013,2,EUTH,TOO OLD,3496
4,2013,2,FOSTER,,3497
3,2013,2,FOSTER,CONTAG DIS,3498
8,2013,2,FOSTER,MEDICAL,3499
3,2013,2,FOSTER,PREGNANT,3500
2,2013,2,FOSTER,RESCUE GRP,3501
3,2013,2,FOSTER,TIME/SPACE,3502
1,2013,2,FOSTER,TOO OLD,3503
16,2013,2,FOSTER,TOO YOUNG,3504
11,2013,2,RTF,,3505
64,2013,2,RTO,,3506
17,2013,2,RTO,IN FIELD,3507
57,2013,2,TNR,,3508
101,2013,2,TRANSFER,KHS,3509
94,2013,2,TRANSFER,RESCUE GRP,3510
18,2013,2,TRANSPORT,RESCUE GRP,3511
1,2013,3,ADOPTION,,3512
1,2013,3,ADOPTION,3RD PARTY,3513
2,2013,3,ADOPTION,EXCHANGE,3514
3,2013,3,ADOPTION,FACEBOOK,3515
4,2013,3,ADOPTION,FOSTER,3516
11,2013,3,ADOPTION,FRIEND,3517
32,2013,3,ADOPTION,INTERNET,3518
2,2013,3,ADOPTION,NEWSLETTER,3519
3,2013,3,ADOPTION,PRV ADOPT,3520
2,2013,3,ADOPTION,PS HURST,3521
9,2013,3,ADOPTION,PS OUTER,3522
5,2013,3,ADOPTION,REFERRAL,3523
1,2013,3,ADOPTION,TV WHAS,3524
52,2013,3,ADOPTION,WALK IN,3525
12,2013,3,ADOPTION,WEB PF,3526
2,2013,3,DIED,IN FOSTER,3527
7,2013,3,DISPOSAL,,3528
25,2013,3,DISPOSAL,DEAD ARRIV,3529
1,2013,3,EUTH,,3530
37,2013,3,EUTH,BEHAV OBSV,3531
9,2013,3,EUTH,CONTAG DIS,3532
33,2013,3,EUTH,MEDICAL,3533
57,2013,3,EUTH,REQUESTED,3534
33,2013,3,EUTH,TIME/SPACE,3535
2,2013,3,EUTH,TOO OLD,3536
8,2013,3,FOSTER,,3537
1,2013,3,FOSTER,BEHAV OBSV,3538
6,2013,3,FOSTER,MEDICAL,3539
3,2013,3,FOSTER,RESCUE GRP,3540
3,2013,3,FOSTER,TIME/SPACE,3541
7,2013,3,FOSTER,TOO YOUNG,3542
1,2013,3,MISSING EX,IN KENNEL,3543
11,2013,3,RTF,,3544
60,2013,3,RTO,,3545
17,2013,3,RTO,IN FIELD,3546
26,2013,3,TNR,,3547
10,2013,3,TRANSFER,,3548
94,2013,3,TRANSFER,KHS,3549
86,2013,3,TRANSFER,RESCUE GRP,3550
1,2013,3,TRANSFER,TNR,3551
10,2013,3,TRANSPORT,RESCUE GRP,3552
2,2013,4,ADOPTION,,3553
6,2013,4,ADOPTION,EVENT,3554
1,2013,4,ADOPTION,EXCHANGE,3555
12,2013,4,ADOPTION,FOSTER,3556
15,2013,4,ADOPTION,FRIEND,3557
37,2013,4,ADOPTION,INTERNET,3558
2,2013,4,ADOPTION,PROMO,3559
5,2013,4,ADOPTION,PRV ADOPT,3560
3,2013,4,ADOPTION,PS HURST,3561
5,2013,4,ADOPTION,PS OUTER,3562
4,2013,4,ADOPTION,REFERRAL,3563
2,2013,4,ADOPTION,TV OTHER,3564
4,2013,4,ADOPTION,TV WHAS,3565
57,2013,4,ADOPTION,WALK IN,3566
14,2013,4,ADOPTION,WEB PF,3567
4,2013,4,DIED,IN FOSTER,3568
3,2013,4,DIED,IN KENNEL,3569
1,2013,4,DISPOSAL,,3570
9,2013,4,DISPOSAL,DEAD ARRIV,3571
18,2013,4,EUTH,BEHAV OBSV,3572
9,2013,4,EUTH,CONTAG DIS,3573
33,2013,4,EUTH,MEDICAL,3574
49,2013,4,EUTH,REQUESTED,3575
20,2013,4,EUTH,TIME/SPACE,3576
1,2013,4,EUTH,TOO OLD,3577
1,2013,4,EUTH,TOO YOUNG,3578
35,2013,4,FOSTER,,3579
1,2013,4,FOSTER,BEHAV OBSV,3580
1,2013,4,FOSTER,CONTAG DIS,3581
4,2013,4,FOSTER,MEDICAL,3582
1,2013,4,FOSTER,PREGNANT,3583
6,2013,4,FOSTER,RESCUE GRP,3584
3,2013,4,FOSTER,TIME/SPACE,3585
58,2013,4,FOSTER,TOO YOUNG,3586
1,2013,4,MISSING EX,,3587
1,2013,4,RELEASE,WILDLIFE,3588
3,2013,4,RTF,,3589
82,2013,4,RTO,,3590
20,2013,4,RTO,IN FIELD,3591
61,2013,4,TNR,,3592
1,2013,4,TRANSFER,,3593
1,2013,4,TRANSFER,AN CONTROL,3594
85,2013,4,TRANSFER,KHS,3595
69,2013,4,TRANSFER,RESCUE GRP,3596
37,2013,4,TRANSPORT,RESCUE GRP,3597
1,2013,5,,,3598
2,2013,5,ADOPTION,,3599
1,2013,5,ADOPTION,EVENT,3600
8,2013,5,ADOPTION,FOSTER,3601
11,2013,5,ADOPTION,FRIEND,3602
38,2013,5,ADOPTION,INTERNET,3603
4,2013,5,ADOPTION,PRV ADOPT,3604
1,2013,5,ADOPTION,PS HURST,3605
4,2013,5,ADOPTION,PS OUTER,3606
1,2013,5,ADOPTION,RADIO OTHR,3607
3,2013,5,ADOPTION,REFERRAL,3608
1,2013,5,ADOPTION,TV METRO,3609
1,2013,5,ADOPTION,TV OTHER,3610
56,2013,5,ADOPTION,WALK IN,3611
13,2013,5,ADOPTION,WEB PF,3612
1,2013,5,DIED,,3613
1,2013,5,DIED,AT VET,3614
1,2013,5,DIED,ENROUTE,3615
15,2013,5,DIED,IN FOSTER,3616
1,2013,5,DIED,IN KENNEL,3617
38,2013,5,DISPOSAL,DEAD ARRIV,3618
5,2013,5,EUTH,,3619
28,2013,5,EUTH,BEHAV OBSV,3620
35,2013,5,EUTH,CONTAG DIS,3621
74,2013,5,EUTH,MEDICAL,3622
57,2013,5,EUTH,REQUESTED,3623
33,2013,5,EUTH,TIME/SPACE,3624
1,2013,5,EUTH,TOO OLD,3625
13,2013,5,EUTH,TOO YOUNG,3626
11,2013,5,FOSTER,,3627
3,2013,5,FOSTER,BEHAV OBSV,3628
1,2013,5,FOSTER,CONTAG DIS,3629
25,2013,5,FOSTER,MEDICAL,3630
6,2013,5,FOSTER,RESCUE GRP,3631
7,2013,5,FOSTER,TIME/SPACE,3632
76,2013,5,FOSTER,TOO YOUNG,3633
1,2013,5,RELEASE,WILDLIFE,3634
6,2013,5,RTF,,3635
58,2013,5,RTO,,3636
33,2013,5,RTO,IN FIELD,3637
45,2013,5,TNR,,3638
4,2013,5,TRANSFER,,3639
77,2013,5,TRANSFER,KHS,3640
120,2013,5,TRANSFER,RESCUE GRP,3641
1,2013,5,TRANSFER,WILDLIFE,3642
12,2013,5,TRANSPORT,RESCUE GRP,3643
1,2013,6,,,3644
3,2013,6,ADOPTION,EVENT,3645
1,2013,6,ADOPTION,FACEBOOK,3646
8,2013,6,ADOPTION,FOSTER,3647
19,2013,6,ADOPTION,FRIEND,3648
23,2013,6,ADOPTION,INTERNET,3649
2,2013,6,ADOPTION,PROMO,3650
3,2013,6,ADOPTION,PRV ADOPT,3651
2,2013,6,ADOPTION,PS HURST,3652
9,2013,6,ADOPTION,PS OUTER,3653
1,2013,6,ADOPTION,RADIO OTHR,3654
3,2013,6,ADOPTION,REFERRAL,3655
4,2013,6,ADOPTION,TV WHAS,3656
48,2013,6,ADOPTION,WALK IN,3657
18,2013,6,ADOPTION,WEB PF,3658
1,2013,6,ADOPTION,WEB PH,3659
4,2013,6,DIED,,3660
2,2013,6,DIED,ENROUTE,3661
9,2013,6,DIED,IN FOSTER,3662
5,2013,6,DIED,IN KENNEL,3663
2,2013,6,DISPOSAL,,3664
21,2013,6,DISPOSAL,DEAD ARRIV,3665
1,2013,6,EUTH,,3666
1,2013,6,EUTH,BEHAV HIST,3667
17,2013,6,EUTH,BEHAV OBSV,3668
96,2013,6,EUTH,CONTAG DIS,3669
78,2013,6,EUTH,MEDICAL,3670
65,2013,6,EUTH,REQUESTED,3671
64,2013,6,EUTH,TIME/SPACE,3672
1,2013,6,EUTH,TOO OLD,3673
14,2013,6,EUTH,TOO YOUNG,3674
6,2013,6,FOSTER,,3675
1,2013,6,FOSTER,BEHAV OBSV,3676
5,2013,6,FOSTER,MEDICAL,3677
4,2013,6,FOSTER,RESCUE GRP,3678
16,2013,6,FOSTER,TIME/SPACE,3679
47,2013,6,FOSTER,TOO YOUNG,3680
4,2013,6,RTF,,3681
69,2013,6,RTO,,3682
15,2013,6,RTO,IN FIELD,3683
82,2013,6,TNR,,3684
4,2013,6,TRANSFER,,3685
55,2013,6,TRANSFER,KHS,3686
142,2013,6,TRANSFER,RESCUE GRP,3687
15,2013,6,TRANSPORT,RESCUE GRP,3688
7,2013,7,ADOPTION,,3689
1,2013,7,ADOPTION,EVENT,3690
2,2013,7,ADOPTION,FACEBOOK,3691
9,2013,7,ADOPTION,FOSTER,3692
23,2013,7,ADOPTION,FRIEND,3693
22,2013,7,ADOPTION,INTERNET,3694
4,2013,7,ADOPTION,PROMO,3695
10,2013,7,ADOPTION,PRV ADOPT,3696
1,2013,7,ADOPTION,PS HURST,3697
12,2013,7,ADOPTION,PS OUTER,3698
1,2013,7,ADOPTION,RADIO MAX,3699
7,2013,7,ADOPTION,REFERRAL,3700
3,2013,7,ADOPTION,TV WHAS,3701
1,2013,7,ADOPTION,TV WLKY,3702
61,2013,7,ADOPTION,WALK IN,3703
4,2013,7,ADOPTION,WEB METRO,3704
10,2013,7,ADOPTION,WEB PF,3705
1,2013,7,DIED,ENROUTE,3706
4,2013,7,DIED,IN FOSTER,3707
7,2013,7,DIED,IN KENNEL,3708
10,2013,7,DISPOSAL,,3709
20,2013,7,DISPOSAL,DEAD ARRIV,3710
1,2013,7,EUTH,,3711
26,2013,7,EUTH,BEHAV OBSV,3712
77,2013,7,EUTH,CONTAG DIS,3713
1,2013,7,EUTH,HEARTWORM,3714
70,2013,7,EUTH,MEDICAL,3715
57,2013,7,EUTH,REQUESTED,3716
84,2013,7,EUTH,TIME/SPACE,3717
2,2013,7,EUTH,TOO OLD,3718
14,2013,7,EUTH,TOO YOUNG,3719
13,2013,7,FOSTER,,3720
1,2013,7,FOSTER,BEHAV OBSV,3721
5,2013,7,FOSTER,MEDICAL,3722
2,2013,7,FOSTER,RESCUE GRP,3723
27,2013,7,FOSTER,TIME/SPACE,3724
1,2013,7,FOSTER,TOO OLD,3725
29,2013,7,FOSTER,TOO YOUNG,3726
1,2013,7,MISSING EX,,3727
1,2013,7,RELEASE,WILDLIFE,3728
20,2013,7,RTF,,3729
96,2013,7,RTO,,3730
35,2013,7,RTO,IN FIELD,3731
3,2013,7,RTO,IN KENNEL,3732
93,2013,7,TNR,,3733
7,2013,7,TRANSFER,,3734
106,2013,7,TRANSFER,KHS,3735
57,2013,7,TRANSFER,RESCUE GRP,3736
26,2013,7,TRANSPORT,RESCUE GRP,3737
1,2013,8,,,3738
4,2013,8,ADOPTION,,3739
2,2013,8,ADOPTION,EVENT,3740
2,2013,8,ADOPTION,FACEBOOK,3741
3,2013,8,ADOPTION,FOSTER,3742
17,2013,8,ADOPTION,FRIEND,3743
62,2013,8,ADOPTION,INTERNET,3744
2,2013,8,ADOPTION,PROMO,3745
7,2013,8,ADOPTION,PRV ADOPT,3746
8,2013,8,ADOPTION,PS OUTER,3747
1,2013,8,ADOPTION,RADIO WHAS,3748
1,2013,8,ADOPTION,REFERRAL,3749
2,2013,8,ADOPTION,TV OTHER,3750
1,2013,8,ADOPTION,TV WHAS,3751
47,2013,8,ADOPTION,WALK IN,3752
1,2013,8,ADOPTION,WEB METRO,3753
10,2013,8,ADOPTION,WEB PF,3754
1,2013,8,DIED,AT VET,3755
1,2013,8,DIED,ENROUTE,3756
6,2013,8,DIED,IN FOSTER,3757
3,2013,8,DIED,IN KENNEL,3758
5,2013,8,DISPOSAL,,3759
32,2013,8,DISPOSAL,DEAD ARRIV,3760
1,2013,8,EUTH,,3761
23,2013,8,EUTH,BEHAV OBSV,3762
98,2013,8,EUTH,CONTAG DIS,3763
73,2013,8,EUTH,MEDICAL,3764
52,2013,8,EUTH,REQUESTED,3765
143,2013,8,EUTH,TIME/SPACE,3766
6,2013,8,EUTH,TOO OLD,3767
15,2013,8,EUTH,TOO YOUNG,3768
5,2013,8,FOSTER,BEHAV OBSV,3769
3,2013,8,FOSTER,BREED,3770
2,2013,8,FOSTER,CONTAG DIS,3771
10,2013,8,FOSTER,MEDICAL,3772
15,2013,8,FOSTER,RESCUE GRP,3773
17,2013,8,FOSTER,TIME/SPACE,3774
25,2013,8,FOSTER,TOO YOUNG,3775
1,2013,8,MISSING EX,,3776
1,2013,8,RELEASE,,3777
4,2013,8,RELEASE,WILDLIFE,3778
8,2013,8,RTF,,3779
72,2013,8,RTO,,3780
27,2013,8,RTO,IN FIELD,3781
6,2013,8,RTO,IN KENNEL,3782
84,2013,8,TNR,,3783
15,2013,8,TRANSFER,,3784
65,2013,8,TRANSFER,KHS,3785
70,2013,8,TRANSFER,RESCUE GRP,3786
1,2013,8,TRANSPORT,,3787
11,2013,8,TRANSPORT,RESCUE GRP,3788
1,2013,9,,,3789
7,2013,9,ADOPTION,,3790
2,2013,9,ADOPTION,3RD PARTY,3791
3,2013,9,ADOPTION,EVENT,3792
2,2013,9,ADOPTION,FACEBOOK,3793
5,2013,9,ADOPTION,FOSTER,3794
14,2013,9,ADOPTION,FRIEND,3795
27,2013,9,ADOPTION,INTERNET,3796
6,2013,9,ADOPTION,PRV ADOPT,3797
4,2013,9,ADOPTION,PS HURST,3798
2,2013,9,ADOPTION,PS OUTER,3799
6,2013,9,ADOPTION,REFERRAL,3800
1,2013,9,ADOPTION,TV METRO,3801
2,2013,9,ADOPTION,TV WHAS,3802
58,2013,9,ADOPTION,WALK IN,3803
6,2013,9,ADOPTION,WEB PF,3804
1,2013,9,DIED,,3805
2,2013,9,DIED,ENROUTE,3806
6,2013,9,DIED,IN FOSTER,3807
3,2013,9,DIED,IN KENNEL,3808
3,2013,9,DISPOSAL,,3809
32,2013,9,DISPOSAL,DEAD ARRIV,3810
6,2013,9,EUTH,,3811
17,2013,9,EUTH,BEHAV OBSV,3812
68,2013,9,EUTH,CONTAG DIS,3813
62,2013,9,EUTH,MEDICAL,3814
58,2013,9,EUTH,REQUESTED,3815
102,2013,9,EUTH,TIME/SPACE,3816
6,2013,9,EUTH,TOO YOUNG,3817
8,2013,9,FOSTER,,3818
2,2013,9,FOSTER,CONTAG DIS,3819
9,2013,9,FOSTER,MEDICAL,3820
9,2013,9,FOSTER,TIME/SPACE,3821
43,2013,9,FOSTER,TOO YOUNG,3822
2,2013,9,RELEASE,,3823
1,2013,9,RELEASE,WILDLIFE,3824
10,2013,9,RTF,,3825
76,2013,9,RTO,,3826
12,2013,9,RTO,IN FIELD,3827
1,2013,9,RTO,IN KENNEL,3828
131,2013,9,TNR,,3829
6,2013,9,TRANSFER,,3830
97,2013,9,TRANSFER,KHS,3831
43,2013,9,TRANSFER,RESCUE GRP,3832
16,2013,9,TRANSPORT,RESCUE GRP,3833
1,2013,10,,,3834
6,2013,10,ADOPTION,,3835
2,2013,10,ADOPTION,3RD PARTY,3836
1,2013,10,ADOPTION,BARKSTOWN,3837
2,2013,10,ADOPTION,EVENT,3838
2,2013,10,ADOPTION,FACEBOOK,3839
4,2013,10,ADOPTION,FOSTER,3840
15,2013,10,ADOPTION,FRIEND,3841
14,2013,10,ADOPTION,INTERNET,3842
2,2013,10,ADOPTION,PROMO,3843
4,2013,10,ADOPTION,PRV ADOPT,3844
3,2013,10,ADOPTION,PS HURST,3845
32,2013,10,ADOPTION,PS OUTER,3846
4,2013,10,ADOPTION,REFERRAL,3847
1,2013,10,ADOPTION,TV METRO,3848
1,2013,10,ADOPTION,TV OTHER,3849
71,2013,10,ADOPTION,WALK IN,3850
5,2013,10,ADOPTION,WEB PF,3851
1,2013,10,DIED,,3852
4,2013,10,DIED,AT VET,3853
1,2013,10,DIED,ENROUTE,3854
6,2013,10,DIED,IN FOSTER,3855
16,2013,10,DIED,IN KENNEL,3856
5,2013,10,DISPOSAL,,3857
28,2013,10,DISPOSAL,DEAD ARRIV,3858
1,2013,10,EUTH,BEHAV HIST,3859
18,2013,10,EUTH,BEHAV OBSV,3860
97,2013,10,EUTH,CONTAG DIS,3861
63,2013,10,EUTH,MEDICAL,3862
62,2013,10,EUTH,REQUESTED,3863
119,2013,10,EUTH,TIME/SPACE,3864
2,2013,10,EUTH,TOO OLD,3865
6,2013,10,EUTH,TOO YOUNG,3866
1,2013,10,FOSTER,,3867
1,2013,10,FOSTER,BEHAV OBSV,3868
1,2013,10,FOSTER,CONTAG DIS,3869
10,2013,10,FOSTER,MEDICAL,3870
1,2013,10,FOSTER,PREGNANT,3871
11,2013,10,FOSTER,TIME/SPACE,3872
